id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
5965,Male,26,1,39,1,< 1 Year,No,33711,160,289,0
5966,Female,62,1,29,0,1-2 Year,Yes,2630,155,87,0
5967,Male,41,1,5,1,1-2 Year,No,33260,26,167,0
5968,Male,48,1,50,0,1-2 Year,Yes,32013,26,26,0
5969,Male,54,1,4,0,1-2 Year,Yes,2630,26,62,1
5970,Female,38,1,28,0,1-2 Year,Yes,34781,26,204,0
5971,Female,25,1,11,1,< 1 Year,No,34391,152,96,0
5972,Female,48,1,37,1,1-2 Year,Yes,35941,31,255,0
5973,Male,34,1,41,1,1-2 Year,No,28443,26,162,0
5974,Male,47,1,8,1,1-2 Year,No,199154,26,289,0
5975,Male,67,1,3,0,> 2 Years,Yes,28090,26,62,0
5976,Male,39,1,26,0,1-2 Year,Yes,28303,31,229,1
5977,Female,24,1,30,0,< 1 Year,No,2630,26,139,0
5978,Female,72,1,28,1,1-2 Year,No,50486,26,72,0
5979,Male,41,1,3,1,1-2 Year,No,30891,124,58,0
5980,Female,56,1,8,0,1-2 Year,Yes,43651,26,177,0
5981,Male,69,1,28,1,1-2 Year,No,33954,124,161,0
5982,Female,23,1,2,0,< 1 Year,Yes,30885,152,67,0
5983,Female,53,1,28,0,1-2 Year,Yes,47087,26,84,0
5984,Female,21,1,28,0,1-2 Year,Yes,58202,124,278,0
5985,Female,24,1,46,1,< 1 Year,No,34953,152,85,0
5986,Female,42,1,28,0,1-2 Year,Yes,54080,26,194,0
5987,Female,42,1,41,0,1-2 Year,Yes,23279,152,136,0
5988,Female,42,1,47,0,1-2 Year,Yes,32473,124,145,0
5989,Male,23,1,41,1,< 1 Year,No,26980,152,158,0
5990,Male,21,1,46,1,< 1 Year,No,39824,160,46,0
5991,Female,20,1,22,0,< 1 Year,Yes,28082,160,184,0
5992,Male,25,1,27,0,< 1 Year,Yes,2630,160,278,0
5993,Male,50,1,10,0,1-2 Year,No,23524,26,262,0
5994,Female,42,1,28,0,1-2 Year,Yes,60324,26,184,1
5995,Female,26,1,28,1,< 1 Year,No,37106,152,191,0
5996,Female,27,1,10,1,< 1 Year,No,32447,152,148,0
5997,Male,22,1,6,1,< 1 Year,No,19507,152,220,0
5998,Male,23,1,23,0,< 1 Year,Yes,34061,26,86,0
5999,Male,69,1,0,1,1-2 Year,No,2630,122,267,0
6000,Male,31,1,28,0,1-2 Year,Yes,2630,156,113,0
6001,Male,58,1,28,1,1-2 Year,No,21598,26,14,0
6002,Female,44,1,28,0,1-2 Year,Yes,32771,26,157,0
6003,Female,24,1,15,1,< 1 Year,No,29384,152,260,0
6004,Female,23,1,36,1,< 1 Year,No,33768,152,144,0
6005,Female,42,1,15,0,1-2 Year,Yes,37330,26,23,0
6006,Female,71,1,28,0,> 2 Years,Yes,44809,122,48,0
6007,Female,23,1,8,1,< 1 Year,No,2630,152,135,0
6008,Male,27,1,8,1,< 1 Year,No,32055,160,236,0
6009,Female,32,1,28,0,< 1 Year,Yes,23876,26,31,1
6010,Male,31,1,46,1,1-2 Year,Yes,2630,157,241,0
6011,Male,37,1,28,1,1-2 Year,No,38287,26,173,0
6012,Female,25,1,2,1,< 1 Year,Yes,33418,152,222,0
6013,Male,54,1,28,0,1-2 Year,Yes,49098,124,118,0
6014,Female,53,1,28,1,1-2 Year,No,34189,24,163,0
6015,Male,43,1,28,0,1-2 Year,Yes,35888,124,182,0
6016,Male,45,1,41,1,1-2 Year,No,41317,136,17,0
6017,Male,57,1,11,0,1-2 Year,Yes,2630,124,139,0
6018,Female,35,1,28,0,1-2 Year,Yes,26850,124,23,1
6019,Female,63,1,28,0,1-2 Year,Yes,50259,122,72,0
6020,Female,67,1,28,0,> 2 Years,Yes,49225,26,266,0
6021,Male,37,1,28,0,1-2 Year,Yes,38742,124,268,0
6022,Female,23,1,39,0,< 1 Year,No,2630,152,118,0
6023,Female,28,1,50,1,< 1 Year,No,21496,152,108,0
6024,Male,73,1,46,1,1-2 Year,No,31981,26,80,0
6025,Male,40,1,28,1,1-2 Year,No,37071,152,101,0
6026,Male,76,1,8,1,1-2 Year,No,37371,26,122,0
6027,Female,25,1,11,1,< 1 Year,No,16176,152,132,0
6028,Male,78,1,45,0,1-2 Year,Yes,32531,26,205,0
6029,Male,50,1,28,1,1-2 Year,Yes,37666,124,266,0
6030,Female,26,1,28,0,< 1 Year,Yes,39597,152,248,0
6031,Male,79,1,43,1,1-2 Year,No,34398,26,246,0
6032,Male,53,1,28,0,1-2 Year,Yes,45220,26,152,0
6033,Male,25,1,12,0,< 1 Year,Yes,2630,152,99,0
6034,Female,37,1,48,1,1-2 Year,No,2630,160,262,0
6035,Male,21,1,6,0,< 1 Year,Yes,30309,160,52,0
6036,Male,22,1,29,0,< 1 Year,Yes,24085,152,255,0
6037,Female,23,1,10,1,< 1 Year,No,31518,152,171,0
6038,Female,45,1,8,0,1-2 Year,Yes,59741,26,227,0
6039,Male,21,1,21,0,< 1 Year,Yes,2630,152,129,0
6040,Male,48,1,28,0,1-2 Year,Yes,51682,124,184,0
6041,Male,23,1,14,1,< 1 Year,No,16598,151,235,0
6042,Male,51,1,28,0,1-2 Year,Yes,41584,26,176,1
6043,Female,35,1,28,0,1-2 Year,Yes,37141,124,97,0
6044,Male,57,1,28,1,1-2 Year,No,32599,26,167,0
6045,Male,70,1,28,0,> 2 Years,Yes,64574,26,46,1
6046,Male,49,1,28,0,1-2 Year,Yes,2630,26,262,1
6047,Female,23,1,39,0,1-2 Year,Yes,32601,124,125,1
6048,Female,30,1,15,1,< 1 Year,No,28031,152,193,0
6049,Male,47,1,30,0,1-2 Year,Yes,34193,124,158,0
6050,Female,23,1,30,1,< 1 Year,No,29812,152,225,0
6051,Female,48,1,28,0,1-2 Year,Yes,35121,61,84,0
6052,Female,48,1,8,0,1-2 Year,Yes,45684,124,57,0
6053,Female,41,1,36,0,1-2 Year,Yes,2630,156,56,0
6054,Female,29,1,28,0,1-2 Year,Yes,37159,157,214,0
6055,Female,23,1,50,1,< 1 Year,No,32611,152,285,0
6056,Female,31,1,39,0,< 1 Year,Yes,2630,152,89,0
6057,Male,24,1,22,1,< 1 Year,No,35479,152,213,0
6058,Female,44,1,36,1,1-2 Year,No,101661,124,34,0
6059,Male,39,1,18,0,1-2 Year,Yes,26901,124,192,0
6060,Female,48,1,28,0,1-2 Year,Yes,33128,124,261,0
6061,Female,61,1,28,1,1-2 Year,Yes,30816,124,192,0
6062,Female,24,1,14,1,< 1 Year,No,23921,152,173,0
6063,Male,60,1,33,0,1-2 Year,Yes,2630,156,89,0
6064,Female,41,1,8,0,1-2 Year,Yes,43565,26,270,0
6065,Female,75,1,34,0,1-2 Year,Yes,30351,26,270,0
6066,Male,39,1,46,0,1-2 Year,Yes,34387,124,51,0
6067,Female,37,1,43,1,1-2 Year,No,33895,124,289,0
6068,Female,52,1,28,0,1-2 Year,Yes,37184,124,269,0
6069,Female,49,1,28,1,1-2 Year,No,2630,26,68,0
6070,Male,26,1,29,1,< 1 Year,No,33953,152,239,0
6071,Male,31,1,3,0,< 1 Year,Yes,26258,156,21,1
6072,Female,48,1,28,0,1-2 Year,Yes,52080,25,126,1
6073,Male,66,1,46,1,1-2 Year,No,27957,26,49,0
6074,Female,25,1,50,1,< 1 Year,No,31987,152,89,0
6075,Male,67,1,50,1,1-2 Year,No,63499,26,144,0
6076,Female,22,1,30,1,< 1 Year,No,28713,152,100,0
6077,Male,43,1,3,0,> 2 Years,Yes,2630,124,212,1
6078,Male,28,1,8,1,< 1 Year,Yes,2630,160,238,0
6079,Male,31,1,24,1,< 1 Year,Yes,2630,160,192,0
6080,Male,27,1,50,0,< 1 Year,No,35889,152,187,0
6081,Female,78,1,28,0,1-2 Year,Yes,41071,26,21,0
6082,Female,52,1,28,0,1-2 Year,Yes,52681,124,116,0
6083,Male,55,1,28,0,1-2 Year,Yes,48610,124,165,0
6084,Male,43,1,35,0,1-2 Year,Yes,18905,124,105,0
6085,Male,44,1,28,1,1-2 Year,No,45769,26,60,0
6086,Male,52,1,30,1,1-2 Year,No,57749,26,226,0
6087,Female,46,1,28,0,1-2 Year,Yes,35470,59,270,0
6088,Male,28,1,37,0,< 1 Year,No,29209,151,87,0
6089,Male,37,1,28,0,1-2 Year,Yes,55856,26,34,0
6090,Female,42,1,28,1,1-2 Year,No,37193,26,97,0
6091,Male,25,1,28,1,< 1 Year,No,73781,152,196,0
6092,Female,29,1,46,0,< 1 Year,Yes,28854,152,224,0
6093,Female,46,1,28,0,1-2 Year,Yes,33265,122,56,1
6094,Male,24,1,11,1,< 1 Year,No,30516,152,39,0
6095,Male,29,1,27,1,< 1 Year,No,2630,160,134,0
6096,Male,22,1,46,0,< 1 Year,No,30995,152,23,0
6097,Female,22,1,11,1,< 1 Year,No,30033,152,196,0
6098,Male,55,1,20,1,1-2 Year,No,2630,26,67,0
6099,Female,27,1,3,0,< 1 Year,No,2630,152,269,0
6100,Female,26,1,12,0,< 1 Year,Yes,27055,152,187,0
6101,Male,20,1,47,0,< 1 Year,Yes,47489,160,93,0
6102,Male,24,1,41,1,< 1 Year,No,24731,152,105,0
6103,Female,39,1,46,0,1-2 Year,Yes,26895,26,24,1
6104,Male,52,1,46,1,1-2 Year,No,27935,26,48,0
6105,Male,24,1,50,1,< 1 Year,No,34550,152,75,0
6106,Male,47,1,28,0,1-2 Year,Yes,81515,26,31,0
6107,Female,24,1,6,1,< 1 Year,No,25302,152,17,0
6108,Male,45,1,29,0,1-2 Year,Yes,41817,156,265,0
6109,Male,24,1,21,1,< 1 Year,No,31707,152,19,0
6110,Female,21,1,36,1,< 1 Year,Yes,35005,152,250,0
6111,Female,43,1,41,0,1-2 Year,Yes,42569,26,80,0
6112,Male,59,1,48,1,1-2 Year,No,2630,15,138,0
6113,Female,40,1,28,0,1-2 Year,Yes,41511,124,231,0
6114,Male,40,1,28,0,1-2 Year,Yes,36599,26,131,0
6115,Female,25,1,11,0,< 1 Year,Yes,32520,152,233,0
6116,Male,44,1,11,0,1-2 Year,Yes,2630,156,157,1
6117,Female,22,1,41,1,< 1 Year,No,27534,152,253,0
6118,Male,45,1,28,1,1-2 Year,No,30194,122,123,0
6119,Male,39,1,28,0,1-2 Year,Yes,31509,124,254,0
6120,Female,23,1,27,0,< 1 Year,No,39891,152,66,1
6121,Female,52,1,38,0,1-2 Year,Yes,28548,124,288,0
6122,Female,36,1,46,0,1-2 Year,Yes,34765,152,60,0
6123,Female,36,1,38,1,1-2 Year,Yes,2630,156,217,0
6124,Male,44,1,28,1,1-2 Year,No,29668,26,237,0
6125,Female,28,1,8,1,< 1 Year,No,44453,152,278,0
6126,Male,24,1,41,1,< 1 Year,No,39019,156,189,0
6127,Female,53,1,4,0,> 2 Years,Yes,2630,157,191,0
6128,Female,29,1,36,0,< 1 Year,Yes,34160,160,217,0
6129,Female,34,1,47,0,1-2 Year,Yes,41842,26,285,0
6130,Female,38,1,28,0,1-2 Year,Yes,37263,124,75,0
6131,Female,26,1,49,0,< 1 Year,Yes,2630,152,237,0
6132,Male,45,1,28,0,1-2 Year,Yes,49410,26,15,1
6133,Female,26,1,29,1,< 1 Year,No,29826,152,74,0
6134,Female,22,1,10,1,< 1 Year,No,36494,152,242,0
6135,Male,80,1,40,0,1-2 Year,Yes,2630,26,133,0
6136,Male,28,1,28,1,< 1 Year,No,41640,152,24,0
6137,Male,47,1,28,0,1-2 Year,Yes,35051,124,213,1
6138,Male,36,1,28,0,1-2 Year,Yes,34673,124,283,0
6139,Male,49,1,12,1,1-2 Year,No,31089,124,92,0
6140,Female,29,1,45,1,< 1 Year,No,35943,153,204,0
6141,Male,38,1,8,0,1-2 Year,Yes,30219,124,136,0
6142,Female,25,1,14,1,< 1 Year,No,35228,152,176,0
6143,Female,25,1,44,0,< 1 Year,No,31899,152,78,0
6144,Male,42,1,28,0,1-2 Year,Yes,30990,124,30,0
6145,Female,38,1,46,0,1-2 Year,Yes,39592,124,22,0
6146,Male,47,1,28,0,1-2 Year,Yes,40373,26,161,0
6147,Male,59,1,8,0,> 2 Years,Yes,32217,26,255,0
6148,Female,63,1,28,0,1-2 Year,Yes,50460,124,53,1
6149,Female,23,1,28,1,< 1 Year,No,303550,152,251,0
6150,Male,21,1,35,1,< 1 Year,No,34702,152,228,0
6151,Female,24,1,10,0,< 1 Year,Yes,30109,152,160,0
6152,Male,24,1,46,1,< 1 Year,No,27626,152,198,0
6153,Female,48,1,28,1,1-2 Year,No,53063,26,64,0
6154,Female,25,1,11,1,< 1 Year,No,2630,152,259,0
6155,Male,25,1,35,1,< 1 Year,No,28076,152,125,0
6156,Male,25,1,11,1,< 1 Year,No,46731,152,201,0
6157,Female,32,1,39,0,< 1 Year,Yes,41285,124,293,0
6158,Male,36,1,30,1,1-2 Year,No,28663,152,207,0
6159,Male,33,1,33,0,1-2 Year,Yes,2630,124,112,0
6160,Female,66,1,28,0,1-2 Year,Yes,62626,122,130,1
6161,Male,42,1,28,0,1-2 Year,No,68970,59,279,0
6162,Male,24,1,14,1,< 1 Year,No,2630,152,137,0
6163,Female,60,1,8,0,1-2 Year,Yes,48115,26,81,0
6164,Male,42,1,50,0,1-2 Year,Yes,17907,8,267,0
6165,Male,51,1,28,0,1-2 Year,Yes,39168,26,200,0
6166,Female,29,1,28,0,1-2 Year,Yes,30415,156,98,0
6167,Female,24,1,18,1,< 1 Year,No,36129,152,115,0
6168,Female,35,1,8,1,1-2 Year,No,33844,4,13,0
6169,Male,30,1,46,1,< 1 Year,No,26510,152,40,0
6170,Male,48,1,19,1,1-2 Year,No,41016,26,171,0
6171,Male,35,1,3,0,1-2 Year,Yes,2630,124,166,1
6172,Male,25,1,50,1,< 1 Year,No,22958,152,161,0
6173,Female,30,1,13,0,1-2 Year,Yes,2630,156,198,1
6174,Male,71,1,4,1,1-2 Year,Yes,2630,52,181,0
6175,Male,59,1,46,0,1-2 Year,Yes,47328,11,39,0
6176,Male,22,1,36,0,< 1 Year,Yes,33493,152,84,0
6177,Male,70,1,39,0,1-2 Year,Yes,31073,124,32,0
6178,Female,39,1,15,0,1-2 Year,Yes,42255,152,44,1
6179,Male,26,1,28,1,< 1 Year,No,42251,152,143,0
6180,Male,25,1,8,1,< 1 Year,No,30057,152,91,0
6181,Female,29,1,33,1,< 1 Year,No,40410,152,140,0
6182,Male,74,1,28,0,1-2 Year,Yes,52906,13,12,0
6183,Male,41,1,28,0,1-2 Year,Yes,2630,13,265,0
6184,Male,54,1,28,0,1-2 Year,Yes,37715,26,291,0
6185,Female,20,1,8,1,< 1 Year,No,43047,160,110,0
6186,Male,52,1,12,0,1-2 Year,Yes,25298,124,28,0
6187,Male,44,1,35,0,1-2 Year,Yes,34802,124,179,0
6188,Female,26,1,6,0,< 1 Year,Yes,26256,152,84,0
6189,Male,21,1,6,1,< 1 Year,No,25501,152,135,0
6190,Female,73,1,29,1,1-2 Year,No,58433,124,20,0
6191,Male,44,1,46,0,1-2 Year,Yes,24988,26,50,0
6192,Female,26,1,8,0,< 1 Year,Yes,35675,152,133,0
6193,Male,45,1,28,1,1-2 Year,No,2630,26,157,0
6194,Male,59,1,28,0,1-2 Year,Yes,100894,124,162,0
6195,Female,46,1,35,0,1-2 Year,Yes,27573,26,37,0
6196,Male,24,1,8,1,< 1 Year,No,40654,152,107,0
6197,Male,37,1,28,0,1-2 Year,Yes,40613,124,18,1
6198,Male,54,1,28,0,1-2 Year,Yes,37307,26,107,0
6199,Female,23,1,50,1,< 1 Year,No,35986,152,198,0
6200,Male,58,1,3,0,1-2 Year,Yes,29050,26,151,0
6201,Female,34,1,28,0,> 2 Years,Yes,38625,26,192,0
6202,Female,24,1,8,1,< 1 Year,No,51906,152,11,0
6203,Female,35,1,10,0,1-2 Year,Yes,28087,124,82,0
6204,Female,23,1,50,0,< 1 Year,No,25161,152,83,0
6205,Female,29,1,12,0,< 1 Year,Yes,27152,152,83,1
6206,Male,53,1,36,0,1-2 Year,Yes,2630,25,22,1
6207,Male,36,1,28,0,1-2 Year,Yes,40394,154,239,1
6208,Female,26,1,14,1,< 1 Year,No,29182,152,62,0
6209,Male,69,1,28,1,1-2 Year,No,56155,26,107,0
6210,Male,63,1,11,0,> 2 Years,Yes,28887,124,92,0
6211,Female,21,1,15,0,< 1 Year,Yes,43307,160,230,0
6212,Female,24,1,13,0,< 1 Year,Yes,23055,152,212,0
6213,Female,26,1,8,1,1-2 Year,No,30431,124,70,0
6214,Male,53,1,43,0,1-2 Year,Yes,22350,26,208,0
6215,Female,22,1,15,0,< 1 Year,Yes,28943,152,122,0
6216,Male,25,1,15,0,< 1 Year,Yes,36976,152,143,0
6217,Male,24,1,3,1,< 1 Year,No,2630,152,187,0
6218,Male,30,1,30,1,< 1 Year,No,27988,152,10,0
6219,Male,52,1,28,0,1-2 Year,Yes,32540,122,164,1
6220,Female,24,1,16,0,< 1 Year,No,27522,152,114,0
6221,Female,66,1,41,1,1-2 Year,No,29573,154,277,0
6222,Female,33,1,11,0,1-2 Year,Yes,2630,156,26,0
6223,Male,21,1,24,0,< 1 Year,Yes,33910,160,270,0
6224,Female,50,1,28,0,1-2 Year,Yes,46899,26,201,0
6225,Male,25,1,10,0,< 1 Year,No,31584,152,220,0
6226,Female,42,1,41,1,1-2 Year,No,2630,124,268,0
6227,Male,20,1,28,0,1-2 Year,Yes,2630,156,271,0
6228,Female,70,1,28,0,1-2 Year,Yes,30496,26,110,0
6229,Male,34,1,28,0,1-2 Year,Yes,43725,124,203,0
6230,Female,64,1,28,0,1-2 Year,Yes,29059,26,113,0
6231,Male,48,1,28,0,1-2 Year,Yes,53248,124,59,0
6232,Female,45,1,28,0,1-2 Year,Yes,47942,26,93,1
6233,Female,22,1,28,0,< 1 Year,Yes,54609,152,290,0
6234,Female,35,1,46,0,1-2 Year,Yes,32857,156,237,0
6235,Male,24,1,14,1,< 1 Year,No,41553,152,181,0
6236,Male,25,1,11,1,< 1 Year,No,22778,152,40,0
6237,Male,40,1,3,0,1-2 Year,Yes,23980,26,95,0
6238,Female,45,1,30,1,1-2 Year,No,2630,26,216,0
6239,Male,28,1,32,0,< 1 Year,Yes,33499,152,49,0
6240,Male,27,1,50,0,1-2 Year,Yes,26851,124,170,0
6241,Female,74,1,28,0,1-2 Year,Yes,29574,26,13,0
6242,Female,23,1,15,1,< 1 Year,No,27268,152,157,0
6243,Male,27,1,2,0,< 1 Year,Yes,2630,160,10,0
6244,Male,23,1,30,1,< 1 Year,No,28630,152,11,0
6245,Male,41,1,28,0,1-2 Year,Yes,35548,124,27,0
6246,Female,55,1,48,0,1-2 Year,Yes,2630,124,98,0
6247,Male,25,1,49,0,< 1 Year,No,27322,152,177,0
6248,Male,33,1,8,1,< 1 Year,No,33805,152,108,0
6249,Male,28,1,28,0,1-2 Year,Yes,54797,26,206,0
6250,Male,51,1,13,0,1-2 Year,Yes,30627,26,16,0
6251,Male,22,1,46,1,< 1 Year,No,23151,152,270,0
6252,Female,27,1,21,1,< 1 Year,No,2630,152,271,0
6253,Male,45,1,48,1,1-2 Year,Yes,2630,124,285,0
6254,Male,53,1,29,1,1-2 Year,Yes,2630,30,126,0
6255,Male,20,1,8,1,< 1 Year,No,26423,160,117,0
6256,Male,43,1,50,1,1-2 Year,No,37296,152,150,0
6257,Female,25,1,3,1,< 1 Year,No,30851,152,298,0
6258,Female,22,1,47,1,< 1 Year,No,29107,152,93,0
6259,Female,24,1,28,1,< 1 Year,No,64064,151,250,0
6260,Male,47,1,8,0,1-2 Year,Yes,29627,157,191,0
6261,Female,46,1,28,1,1-2 Year,No,48025,122,95,0
6262,Female,24,1,8,1,< 1 Year,No,62714,152,251,0
6263,Male,25,1,4,1,< 1 Year,Yes,29003,152,64,0
6264,Male,52,1,19,1,1-2 Year,No,29974,26,42,0
6265,Male,20,1,16,1,< 1 Year,No,30938,160,102,0
6266,Female,21,1,17,0,< 1 Year,Yes,30917,152,46,0
6267,Male,41,1,14,1,1-2 Year,No,2630,124,216,0
6268,Male,52,1,28,0,1-2 Year,Yes,36473,26,266,0
6269,Female,49,1,28,0,1-2 Year,Yes,34938,25,59,0
6270,Female,34,1,32,0,1-2 Year,Yes,2630,152,38,1
6271,Male,71,1,3,1,1-2 Year,No,37587,124,30,0
6272,Male,38,1,48,0,1-2 Year,Yes,2630,154,131,0
6273,Male,61,1,11,0,1-2 Year,Yes,27452,26,223,1
6274,Male,38,1,28,0,1-2 Year,Yes,36249,26,171,0
6275,Female,31,1,11,1,< 1 Year,No,31140,152,291,0
6276,Female,24,1,27,1,< 1 Year,No,28309,152,53,0
6277,Male,58,1,30,0,1-2 Year,Yes,26236,124,228,0
6278,Male,47,1,46,0,1-2 Year,Yes,32512,26,16,0
6279,Male,39,1,6,1,1-2 Year,No,2630,26,284,0
6280,Male,25,1,45,0,< 1 Year,Yes,28074,152,95,0
6281,Male,52,1,46,0,1-2 Year,Yes,63205,26,36,1
6282,Female,49,1,46,0,1-2 Year,Yes,26181,124,257,1
6283,Female,53,1,41,0,1-2 Year,Yes,22342,26,256,1
6284,Male,23,1,3,1,< 1 Year,No,22528,152,128,0
6285,Male,23,1,41,0,< 1 Year,No,22643,152,56,0
6286,Female,24,1,30,1,< 1 Year,No,37767,152,277,0
6287,Female,51,1,28,0,1-2 Year,Yes,59121,26,212,1
6288,Male,37,1,28,0,1-2 Year,Yes,44054,124,170,0
6289,Female,57,1,6,0,1-2 Year,Yes,22348,152,156,0
6290,Male,36,1,18,1,1-2 Year,No,18841,26,51,0
6291,Male,32,1,46,1,< 1 Year,No,36470,152,62,0
6292,Male,25,1,29,0,1-2 Year,Yes,2630,124,27,1
6293,Female,21,1,41,1,1-2 Year,Yes,2630,156,35,0
6294,Male,35,1,0,1,1-2 Year,No,2630,124,164,0
6295,Female,52,1,18,0,1-2 Year,Yes,28597,124,204,0
6296,Female,29,1,3,1,1-2 Year,Yes,2630,156,262,0
6297,Female,23,1,50,0,< 1 Year,Yes,40884,152,139,0
6298,Male,53,1,28,0,1-2 Year,Yes,36717,124,128,0
6299,Female,25,1,28,0,< 1 Year,Yes,47631,152,289,0
6300,Female,23,1,30,1,< 1 Year,No,22697,152,207,0
6301,Female,24,1,36,1,< 1 Year,No,43492,160,139,0
6302,Female,26,1,28,1,< 1 Year,No,39699,152,67,0
6303,Male,35,1,15,0,1-2 Year,No,32445,124,20,1
6304,Male,21,1,41,0,< 1 Year,Yes,37286,160,266,0
6305,Male,50,1,3,0,1-2 Year,Yes,27379,157,227,0
6306,Male,73,1,28,0,1-2 Year,Yes,74185,13,102,0
6307,Female,57,1,29,1,1-2 Year,No,32882,26,250,0
6308,Male,39,1,28,0,1-2 Year,No,25071,124,50,0
6309,Female,42,1,27,0,1-2 Year,Yes,38358,124,161,0
6310,Male,76,1,8,1,1-2 Year,No,68105,26,254,0
6311,Female,22,1,33,1,< 1 Year,No,40074,152,231,0
6312,Male,57,1,28,0,1-2 Year,Yes,40256,26,114,0
6313,Male,34,1,45,0,1-2 Year,No,2630,156,168,0
6314,Female,23,1,22,1,< 1 Year,No,20999,152,16,0
6315,Female,26,1,15,1,< 1 Year,No,24219,152,215,0
6316,Male,23,1,40,0,< 1 Year,Yes,31816,152,44,0
6317,Male,27,1,41,1,< 1 Year,No,38466,152,145,0
6318,Male,31,1,28,0,< 1 Year,Yes,2630,26,293,1
6319,Male,44,1,28,0,1-2 Year,Yes,32646,55,33,1
6320,Male,52,1,33,1,1-2 Year,No,2630,26,251,0
6321,Male,45,1,41,1,1-2 Year,No,2630,156,63,1
6322,Male,27,1,11,1,< 1 Year,No,35919,152,107,0
6323,Female,25,1,28,1,< 1 Year,No,30402,152,157,0
6324,Male,53,1,8,1,1-2 Year,No,41582,124,10,0
6325,Female,42,1,21,1,1-2 Year,No,23802,152,189,0
6326,Male,60,1,28,0,> 2 Years,Yes,44902,124,133,0
6327,Female,24,1,39,0,1-2 Year,Yes,2630,163,252,0
6328,Female,77,1,28,0,1-2 Year,Yes,41978,122,49,0
6329,Male,68,1,28,0,1-2 Year,Yes,35795,124,95,0
6330,Male,55,1,11,1,1-2 Year,No,2630,26,239,0
6331,Female,60,1,5,0,1-2 Year,Yes,2630,124,70,1
6332,Male,51,1,31,0,1-2 Year,Yes,2630,124,192,0
6333,Female,33,1,33,0,1-2 Year,No,25054,138,20,0
6334,Male,57,1,28,1,1-2 Year,Yes,40286,124,235,0
6335,Male,37,1,28,0,1-2 Year,Yes,28849,124,275,0
6336,Female,21,1,8,0,< 1 Year,Yes,30955,160,134,0
6337,Male,42,1,8,0,1-2 Year,Yes,26759,124,272,0
6338,Female,22,1,39,0,< 1 Year,Yes,2630,160,97,0
6339,Male,22,1,34,0,< 1 Year,No,28965,152,114,0
6340,Female,74,1,8,0,1-2 Year,Yes,2630,157,280,0
6341,Male,23,1,41,1,< 1 Year,No,59636,152,231,0
6342,Female,37,1,28,0,1-2 Year,Yes,40599,124,251,0
6343,Male,42,1,3,1,1-2 Year,No,24063,26,140,0
6344,Male,31,1,30,1,< 1 Year,No,34222,152,274,0
6345,Female,23,1,13,0,< 1 Year,No,30103,152,136,0
6346,Male,21,1,3,0,< 1 Year,Yes,25252,160,116,0
6347,Male,39,1,30,1,1-2 Year,No,2630,124,215,0
6348,Male,36,1,28,1,1-2 Year,No,37567,124,86,0
6349,Female,22,1,35,1,< 1 Year,No,2630,160,211,0
6350,Female,75,1,11,0,1-2 Year,Yes,31011,124,156,0
6351,Male,21,1,35,0,< 1 Year,Yes,29712,160,148,0
6352,Male,65,1,28,0,1-2 Year,No,66875,122,39,0
6353,Male,21,1,46,1,< 1 Year,No,61464,152,184,0
6354,Male,24,1,6,1,< 1 Year,No,40278,152,191,0
6355,Female,25,1,41,1,< 1 Year,No,33978,152,139,0
6356,Female,38,1,28,1,1-2 Year,No,29539,152,91,0
6357,Male,47,1,30,1,1-2 Year,No,25153,26,152,0
6358,Male,24,1,41,1,< 1 Year,No,27765,152,18,0
6359,Male,40,1,28,0,1-2 Year,Yes,30245,124,266,1
6360,Male,67,1,50,0,1-2 Year,Yes,47306,65,290,0
6361,Female,25,1,6,1,< 1 Year,No,28221,151,130,0
6362,Female,67,1,46,1,1-2 Year,No,24766,26,102,0
6363,Female,66,1,35,0,> 2 Years,Yes,39451,26,154,0
6364,Female,25,1,8,1,< 1 Year,No,44979,152,13,0
6365,Male,42,1,50,1,1-2 Year,Yes,26699,4,176,0
6366,Male,35,1,46,1,1-2 Year,No,2630,152,155,0
6367,Female,43,1,14,0,1-2 Year,No,34820,124,212,0
6368,Female,23,1,33,1,< 1 Year,No,22223,152,22,0
6369,Female,22,1,49,1,< 1 Year,No,29090,152,14,0
6370,Male,35,1,46,0,1-2 Year,Yes,21025,154,278,0
6371,Female,31,1,39,0,< 1 Year,Yes,2630,124,294,1
6372,Male,67,1,46,1,1-2 Year,No,48472,124,156,0
6373,Male,53,1,28,0,1-2 Year,Yes,32048,125,240,0
6374,Female,51,1,29,0,1-2 Year,Yes,32081,152,261,0
6375,Female,21,1,28,0,1-2 Year,Yes,2630,124,245,0
6376,Male,53,1,8,0,1-2 Year,Yes,30967,124,129,1
6377,Female,21,1,11,1,< 1 Year,No,29276,152,122,0
6378,Male,49,1,45,0,1-2 Year,Yes,31009,26,39,0
6379,Female,61,1,28,0,1-2 Year,Yes,23617,124,11,0
6380,Male,25,1,8,0,< 1 Year,Yes,28233,124,123,1
6381,Female,59,1,46,0,1-2 Year,Yes,2630,26,277,0
6382,Female,63,1,8,0,1-2 Year,Yes,2630,26,136,0
6383,Male,46,1,28,0,1-2 Year,Yes,39389,26,32,0
6384,Female,28,1,15,1,< 1 Year,No,24175,152,177,0
